Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Environment/Cumulative Reward,Environment/Episode Length
1400,1.3853862,0.49499413,-0.013620666,0.0,1398.0
2800,1.3857226,0.48633635,-0.61711985,2.018400034008664,1334.0
4200,1.3852172,0.5838722,-0.65565753,0.0,1398.0
5600,1.3848425,0.66732264,-0.43160772,-0.49220000610512216,996.5
7000,1.3845389,0.7424835,-0.40442634,-0.9683999782428145,914.0
8400,1.3846022,0.66376126,-0.33299023,0.0,1398.0
9800,1.3831794,0.87027097,-0.089198805,0.031800001495867036,1398.0
11200,1.3823758,0.907564,0.108403526,2.0055999608302955,1089.0
12600,1.3829709,0.9588288,0.116061315,2.0014000331575517,1192.0
14000,1.381006,0.9585172,0.5386429,0.0,1398.0
15400,1.3802725,0.91410094,0.7189743,1.0087000169805833,1174.5
16800,1.3796903,0.9291985,1.1077063,0.0,1398.0
18200,1.3806736,0.9122562,1.3587077,0.0,1398.0
19600,1.379559,0.9315735,1.6126833,2.018400034037768,1266.0
21000,1.380621,0.91161525,1.5681832,0.0011999999696854502,1398.0
22400,1.3791014,0.89489627,1.3648252,0.0,1398.0
23800,1.380419,0.93774843,2.2828228,2.0043999607732985,1065.0
25200,1.3806785,0.84184235,2.0736363,2.0014000331575517,959.0
26600,1.3807386,0.9145102,2.2024536,0.0,1398.0
28000,1.3831342,0.8816974,2.366498,0.0,1398.0
29400,1.3829539,0.8167226,2.6483052,2.003399996989174,1174.5
30800,1.383187,0.819245,2.6418977,-0.9844000121956924,1145.0
32200,1.3847482,0.77885914,2.9096835,2.00990003359766,749.5
33600,1.384545,0.78648424,2.9565108,2.01639996135782,1114.0
35000,1.384516,0.69063777,2.958475,2.0014000331575517,946.0
36400,1.3808974,0.85451865,3.1701846,0.0,1398.0
37800,1.3808136,0.8143216,3.50353,0.5171000109112356,824.0
39200,1.3807645,0.83633655,3.704393,2.0143999613064807,1063.0
40600,1.377642,0.8386086,3.848908,2.004099997029698,1031.5
42000,1.3776546,0.7900919,4.0606203,2.0073999971937155,734.5
43400,1.3779173,0.8324934,4.0339417,0.5171000108966837,676.0
44800,1.3804681,0.8053107,4.05105,2.0014000331575517,1292.0
46200,1.3806198,0.63730013,4.241344,2.0014000331575517,717.0
47600,1.3805977,0.67417365,4.2015953,-0.483499989095435,1272.0
49000,1.3796797,0.6493813,4.2276335,0.0,1398.0
50400,1.3793374,0.6362215,4.2035656,2.017399961448973,816.0
51800,1.3793303,0.52461344,4.3350835,2.0073999971864396,939.5
53200,1.3804239,0.4034196,4.5298424,2.0143999612919288,863.0
54600,1.3801911,0.43028557,4.5151267,0.0,1398.0
56000,1.3805016,0.35873127,4.573714,2.0245999618055066,935.0
57400,1.3825206,0.23879097,4.7274833,2.0014000331575517,911.0
58800,1.382602,0.39529222,4.626976,1.0007000165787758,947.5
60200,1.3826623,0.3028248,4.7278385,2.018400034008664,1044.0
61600,1.3829589,0.25623143,4.774423,2.0014000331575517,677.0
63000,1.3835676,0.31806752,4.7749376,2.015399997595523,970.0
64400,1.3838977,0.34367207,4.7192097,0.0,1398.0
65800,1.3830965,0.2504727,4.910722,2.00689996091387,743.5
67200,1.382724,0.2684941,4.860072,2.0014000331575517,663.0
68600,1.3826989,0.28372017,4.8542514,2.005399960828072,1031.0
70000,1.3799127,0.27513206,4.888298,2.0153999613394262,1244.0
71400,1.3799145,0.21258293,4.999858,1.0007000165787758,1067.0
72800,1.3800561,0.2376608,4.9417906,0.0009999999747378752,1398.0
74200,1.3798761,0.29174381,4.8387947,2.0014000331575517,1173.0
75600,1.3797358,0.22342908,5.0834665,2.002999996970175,687.5
77000,1.3795545,0.17202245,5.068863,2.028799961990444,955.0
78400,1.3796906,0.13641207,5.073165,2.0053999971059966,958.0
79800,1.3787396,0.22747295,5.101352,2.0014000331575517,917.0
81200,1.378871,0.22055325,5.14645,2.015399961383082,1264.0
82600,1.3789061,0.22207448,5.034939,0.0,1398.0
84000,1.3800756,0.4092281,4.7576246,2.0108999973817845,717.5
85400,1.3801929,0.22060327,5.170765,2.0014000331575517,1085.0
86800,1.3801733,0.23905054,5.114278,2.0014000331575517,1034.0
88200,1.3805275,0.21696734,5.1814737,2.0014000331575517,1384.0
89600,1.3808368,0.31534642,5.0776534,2.0014000331575517,1193.0
91000,1.3735434,0.53685594,4.486511,0.0009999999747378752,1398.0
92400,1.3808526,0.2529335,5.1754217,2.0309999620949384,1051.0
93800,1.3812251,0.20296758,5.235078,2.0153999613248743,1166.0
95200,1.381078,0.23516507,5.1226315,2.0106999610943603,1062.0
96600,1.3810585,0.22585756,5.201409,0.0,1398.0
98000,1.3826556,0.30493036,5.066323,2.0014000331575517,750.5
99400,1.382124,0.22456264,5.3637037,2.0043999608024023,1272.0
100800,1.382476,0.28198117,5.55372,2.023599961758009,690.0
102200,1.3820252,0.28728032,5.6833076,0.0009999999747378752,1398.0
103600,1.3822306,0.34048676,5.494581,2.0014000331575517,1104.0
105000,1.3822856,0.25811386,5.3320494,2.0023999606783036,1091.0
106400,1.3819528,0.24553885,5.904879,2.0195999615607434,771.0
107800,1.3819194,0.26834002,5.5390186,2.0014000331575517,1065.0
109200,1.3820761,0.256382,5.8405585,2.0104999973627855,1034.5
110600,1.3827366,0.20122355,5.4232845,-0.4922000061123981,971.0
112000,1.3826019,0.2399868,5.9171324,-0.9860000122862402,980.0
113400,1.3823643,0.2711837,6.0932937,2.007399960915791,1058.0
114800,1.3838693,0.36328107,5.522955,2.0014000331575517,1055.0
116200,1.3842653,0.13205452,5.5795736,0.0,1398.0
117600,1.3842416,0.26027718,5.7888036,1.0046999805126688,1295.5
119000,1.3848383,0.14238831,5.701176,0.0,1398.0
120400,1.3851081,0.17336684,5.7295294,2.018400034008664,1174.0
121800,1.3851911,0.36572155,5.7621613,2.0014000331575517,864.0
123200,1.3851693,0.8154802,4.908968,2.020599961571861,900.0
124600,1.3832092,0.1736302,6.4996963,2.0123999974530307,951.5
126000,1.3833635,0.16644904,5.949867,0.0,1398.0
127400,1.3835864,0.23731717,6.068862,0.0,1398.0
128800,1.3793272,0.20860621,5.896473,1.0016999803629005,995.0
130200,1.3792908,0.21571416,5.947188,2.0158999976192717,562.0
131600,1.379593,0.2720331,5.926714,2.0014000331575517,516.0
133000,1.3799142,0.16623859,6.247467,0.516699974607036,1158.5
134400,1.3821537,0.3502169,6.072539,2.0014000331575517,798.0
135800,1.3820361,0.22509113,5.684941,2.007399960930343,1321.0
137200,1.3818651,0.31523854,5.915142,2.0141999612533255,1321.0
138600,1.3808012,0.2449376,6.5268903,0.508500027062837,1182.0
140000,1.3809146,0.34241548,6.549646,2.0309999621094903,1347.0
141400,1.3808413,0.20399529,6.9600735,0.0,1398.0
142800,1.3805358,0.1584,6.632476,2.0014000331575517,1251.0
144200,1.3805643,0.29496694,6.186665,-0.9842000122152967,631.0
145600,1.3805606,0.16200536,6.8300514,1.0007000165787758,1264.5
147000,1.374145,0.22847116,6.2359953,2.0014000331575517,1312.0
148400,1.3743052,0.497405,5.995874,0.00039999998989515007,1398.0
149800,1.3742548,0.46739233,5.9606657,-0.9848000122001395,1051.0
151200,1.3753889,0.3686738,6.726934,2.018400034023216,701.0
152600,1.3755316,0.28327692,5.4869804,0.0,1398.0
154000,1.3752203,0.4812892,5.9725866,0.0005999999848427251,1398.0
155400,1.3761661,0.25169024,5.9822297,0.0,1398.0
156800,1.3770399,0.95070124,5.2457585,2.009900033583108,787.0
158200,1.3771181,0.60891694,5.6404185,1.0007000165787758,1158.5
159600,1.3762989,0.27334732,5.8923526,2.015799961372977,1280.0
161000,1.3768785,0.55342144,6.493209,2.0273999619093956,612.0
162400,1.376947,0.60721356,5.850806,2.0053999608499,1075.0
163800,1.3767031,0.38142812,5.642495,0.0,1398.0
165200,1.3725152,0.69059,5.8767424,0.0,1398.0
166600,1.3727833,0.74141663,5.611099,2.0132999612105777,992.5
168000,1.3725052,0.45291576,7.0754576,2.018400033994112,934.0
169400,1.3753196,0.84755,5.9704537,2.0127999612062317,718.6666666666666
170800,1.3752,0.69615054,5.652529,2.0309999621094903,671.0
172200,1.37491,0.47410536,6.6616836,1.009200016997056,1150.0
173600,1.3728477,0.69165206,5.9610605,-0.9843999790318776,1329.0
175000,1.3728493,0.5371881,6.949787,0.0,1398.0
176400,1.3733591,0.44816515,6.9377136,2.0014000331575517,1217.0
177800,1.3737576,0.86690545,5.712185,2.023399961690302,1087.0
179200,1.3741263,0.7643578,5.9363537,2.0225999617250636,1314.0
180600,1.3741182,0.2524095,8.157322,0.0,1398.0
182000,1.3728611,0.84074473,6.327957,2.017799961460696,816.0
183400,1.371021,0.7756343,5.846569,2.012399961196934,1102.0
184800,1.3710439,0.81854767,5.7998195,0.5095999742698041,875.0
186200,1.3710294,0.6327594,7.0445504,2.0182999614917208,770.0
187600,1.3579631,0.4097623,7.0958586,0.0,1398.0
189000,1.3589753,0.55382526,6.0185804,0.0,1398.0
190400,1.3604416,0.8096748,5.969661,2.013899997517001,765.5
191800,1.3656961,0.81151354,5.8986855,2.020599961571861,443.0
193200,1.3660378,0.31855682,8.422195,2.00459996079735,1366.0
194600,1.365688,0.37197715,8.429386,0.0005999999848427251,1398.0
196000,1.3627391,0.7146448,6.0668993,0.0,1398.0
197400,1.3620987,0.7366752,6.58034,1.0150999810139183,1127.0
198800,1.3610066,0.41403952,7.401055,2.015799961402081,1301.0
200200,1.3601167,0.604383,7.7498336,2.01840003405232,905.0
201600,1.3587024,0.9371851,5.7633657,2.014399961277377,1122.0
203000,1.3570429,0.37563887,8.801375,-0.48450000572483987,1123.5
204400,1.3588414,0.433279,7.522184,0.00019999999494757503,1398.0
205800,1.3548539,1.1308236,5.3969803,2.018400034008664,777.0
207200,1.3564835,0.8453711,5.7280674,0.0,1398.0
208600,1.3503934,0.8009819,5.7940855,0.0,1398.0
210000,1.3452184,0.77001035,5.70296,0.0,1398.0
211400,1.3464638,0.8439591,5.5906143,2.020599961571861,1092.0
212800,1.352824,0.55021286,7.2593265,1.0066999806149397,1261.0
214200,1.3654187,0.8926723,5.477159,-0.9836000122159021,950.0
215600,1.3659092,0.78797615,7.467351,2.0014000331575517,1145.0
217000,1.3662603,0.90883666,5.5190377,2.0014000331575517,1371.0
218400,1.3661029,0.5467119,5.4294596,0.0,1398.0
219800,1.366226,1.1866684,4.919697,2.016999961422698,827.0
221200,1.3648845,0.14539646,9.563583,0.0,1398.0
222600,1.3621395,0.79333174,5.3773165,2.024399961796007,1379.0
224000,1.362091,0.79270124,5.4225216,2.0014000331575517,1292.0
225400,1.3621138,0.9294194,5.1583014,2.028399961971445,1026.0
226800,1.3458198,0.6162825,6.8485565,-0.4840999891239335,1207.5
228200,1.3446907,0.73997706,6.6353335,2.0133999612153275,913.0
229600,1.3442057,0.9372385,5.3388224,0.0,1398.0
231000,1.3379753,0.9702181,5.140992,2.0014000331575517,1352.0
232400,1.3368114,0.6883122,5.2742176,0.0,1398.0
233800,1.3399708,1.0574151,5.252346,-0.9839999790274305,779.0
235200,1.3417115,0.091924235,9.955645,0.0,1398.0
236600,1.3412546,0.7838845,5.273227,1.0009000165737234,1205.0
238000,1.3416771,1.0786661,4.695018,2.0183999614819186,787.0
239400,1.3400621,0.73924536,5.400321,0.0,1398.0
240800,1.3399297,0.698608,5.320572,2.0163999613723718,1380.0
242200,1.3391665,0.911728,5.337176,0.0,1398.0
243600,1.3405099,0.8210927,5.3058953,2.0133999612298794,1128.0
245000,1.334942,0.37299564,5.2788496,0.0,1398.0
246400,1.3341957,0.43855026,6.897019,-0.4844999891356565,1265.5
247800,1.3339137,0.31592822,7.4024525,0.0,1398.0
249200,1.3305179,1.1537434,4.327622,2.0184000339650083,754.0
250600,1.3299506,0.7898313,5.0953503,2.0063999608973972,1067.0
252000,1.3297077,0.8031011,4.982347,1.0086999807172106,1103.5
253400,1.3273604,0.6804876,5.219062,0.0,1398.0
254800,1.3243117,0.53817284,5.077532,0.0,1398.0
256200,1.3236827,0.7231747,5.0973806,2.018400034008664,1288.0
257600,1.3248777,0.6345042,5.051381,0.0,1398.0
259000,1.3261943,0.751787,4.742061,2.027199961914448,817.0
260400,1.3246039,-0.00041380897,10.080369,0.0,1398.0
261800,1.3232857,0.53899395,4.9666233,0.0009999999747378752,1398.0
263200,1.321138,0.46512347,4.9623356,0.0,1398.0
264600,1.3212492,0.5463625,5.034627,1.0056999805601663,982.5
266000,1.3246528,0.5472723,4.898178,0.0,1398.0
267400,1.3306113,0.49745893,4.9668074,0.00039999998989515007,1398.0
268800,1.3308773,0.6111961,4.8865747,0.0,1398.0
270200,1.3325607,0.50466716,4.9507847,0.0,1398.0
271600,1.3352798,0.4592555,4.8525114,0.0,1398.0
273000,1.3364409,0.5010611,4.8862076,2.0243999617523514,1212.0
274400,1.334556,0.59565824,4.7397213,0.0,1398.0
275800,1.3325187,0.5243283,4.835946,0.0,1398.0
277200,1.3326918,0.45113942,4.882287,0.0,1398.0
